lr-PolyOptimizer/pg1,lr-PolyOptimizer/pg2,lr-PolyOptimizer/pg3,lr-PolyOptimizer/pg4,step,train_loss_step,epoch
0.09996219920607774,0.19992439841215548,0.9996219920607773,1.9992439841215546,49,,
,,,,49,0.8341376781463623,0
0.09991719618991454,0.19983439237982908,0.9991719618991454,1.9983439237982907,99,,
,,,,99,0.7673652768135071,0
0.09987219092147205,0.1997443818429441,0.9987219092147205,1.997443818429441,149,,
,,,,149,0.6599628925323486,0
0.0998271833995097,0.1996543667990194,0.998271833995097,1.996543667990194,199,,
,,,,199,0.5400748252868652,0
